Time,CYP3A4_1A_n1_OCT_N,CYP3A4_1A_n2_OCT_N,CYP3A4_1A_n3_OCT_N,CYP3A4_1A_n4_OCT_N,CYP3A4_2_n1_OCT_N,CYP3A4_3_n1_OCT_N,CYP3A4_4_n1_OCT_N,CYP3A4_5_n1_OCT_N,CYP3A4_7_n1_OCT_N,CYP3A4_8_n1_OCT_N,CYP3A4_9_n1_OCT_N,CYP3A4_10_n1_OCT_N,CYP3A4_11_n1_OCT_N,CYP3A4_12_n1_OCT_N,CYP3A4_13_n1_OCT_N,CYP3A4_14_n1_OCT_N,CYP3A4_15_n1_OCT_N,CYP3A4_15_n3_OCT_N,CYP3A4_15_n4_OCT_N,CYP3A4_16_n1_OCT_N,CYP3A4_17_n1_OCT_N,CYP3A4_18_n1_OCT_N,CYP3A4_19_n1_OCT_N,CYP3A4_20_n1_OCT_N,CYP3A4_21_n1_OCT_N,CYP3A4_23_n1_OCT_N,CYP3A4_24_n1_OCT_N,CYP3A4_28_n1_OCT_N,CYP3A4_29_n1_OCT_N,CYP3A4_29_n2_OCT_N,CYP3A4_29_n3_OCT_N,CYP3A4_29_n4_OCT_N,CYP3A4_31_n1_OCT_N,CYP3A4_32_n1_OCT_N,CYP3A4_33_n1_OCT_N,CYP3A4_34_n1_OCT_N,CYP3A4_34_n3_OCT_N,CYP3A4_34_n4_OCT_N
3850.0,4.6534322497e-06,4.6528819724e-06,4.6528819723e-06,4.652881973e-06,1.7900520571e-09,4.2653693736e-10,4.6578990687e-10,1.5076920265e-08,4.6675021402e-09,9.7075742527e-06,6.3720185656e-10,4.8026929724e-10,2.5516379114e-07,9.7079484083e-06,3.406272916e-07,4.1961271136e-10,4.5561618703e-05,4.556161888e-05,1.5194284676e-05,4.1646917414e-10,3.1079462041e-05,8.3331007128e-10,3.3836368148e-09,2.7312900924e-06,1.1015459038e-05,1.2137579717e-09,4.1109559101e-10,4.5192844629e-06,0.045299207527,0.0038060586403,0.0036391108856,0.014653861916,1.6949047437e-08,2.6406762461e-07,1.1016279423e-09,1.1538921532e-05,1.1538921532e-05,9.0001357515e-06
3855.0,4.6587770548e-06,4.6582261452e-06,4.6582261451e-06,4.6582261458e-06,1.7671329618e-09,4.2325732892e-10,4.6351875651e-10,1.4840157776e-08,4.60026036e-09,9.5350480778e-06,6.3073898642e-10,4.7766787486e-10,2.5543122281e-07,9.5354158046e-06,3.3467049176e-07,4.1649811054e-10,4.561428224e-05,4.5614282418e-05,1.5211840225e-05,4.1392699755e-10,3.0533189324e-05,8.2409824944e-10,3.381779715e-09,2.6826126945e-06,1.0819848467e-05,1.2114628668e-09,4.0830151334e-10,4.5244742423e-06,0.045351586234,0.0038104597045,0.0036433189036,0.014670806448,1.6957183069e-08,2.6434517635e-07,1.0993419687e-09,1.1552232444e-05,1.1552232444e-05,9.0105094138e-06
3860.0,4.664128483e-06,4.6635769403e-06,4.6635769402e-06,4.6635769409e-06,1.7445573517e-09,4.2001418717e-10,4.612690958e-10,1.4607455903e-08,4.5341056578e-09,9.3656491008e-06,6.2435940274e-10,4.7509891597e-10,2.5569920541e-07,9.3660105109e-06,3.288229234e-07,4.1341758192e-10,4.5667007011e-05,4.5667007188e-05,1.52294163e-05,4.1141051519e-10,2.9996624385e-05,8.150115002e-10,3.3799570515e-09,2.6348287526e-06,1.0627777266e-05,1.209190121e-09,4.0553686011e-10,4.5296704632e-06,0.045404025502,0.0038148658577,0.0036475317874,0.014687770574,1.6965404959e-08,2.6462329329e-07,1.0970777416e-09,1.1565559183e-05,1.1565559183e-05,9.0208955284e-06
3865.0,4.6694865365e-06,4.66893436e-06,4.6689343599e-06,4.6689343606e-06,1.7223194726e-09,4.1680702606e-10,4.590406805e-10,1.4378739682e-08,4.4690187784e-09,9.1993195566e-06,6.1806185877e-10,4.7256200459e-10,2.5596773742e-07,9.1996747603e-06,3.2308249549e-07,4.1037067751e-10,4.5719793079e-05,4.5719793257e-05,1.5247012922e-05,4.0891941247e-10,2.9469592846e-05,8.06047876e-10,3.3781685759e-09,2.587921407e-06,1.0439180227e-05,1.2069395368e-09,4.02801257e-10,4.5348731276e-06,0.045456525402,0.0038192771059,0.0036517495427,0.014704754316,1.6973712638e-08,2.6490197391e-07,1.0948350649e-09,1.1578901763e-05,1.1578901762e-05,9.0312941036e-06
3870.0,4.6748512177e-06,4.6742984065e-06,4.6742984064e-06,4.6742984072e-06,1.7004136757e-09,4.1363536702e-10,4.5683326964e-10,1.4153935625e-08,4.4049808351e-09,9.0360027667e-06,6.1184512879e-10,4.700567306e-10,2.5623681737e-07,9.0363518721e-06,3.1744715867e-07,4.0735695615e-10,4.5772640511e-05,4.5772640689e-05,1.5264630112e-05,4.0645337934e-10,2.8951923491e-05,7.9720546309e-10,3.3764140429e-09,2.5418741249e-06,1.0253993368e-05,1.2047109191e-09,4.0009433523e-10,4.5400822377e-06,0.045509086005,0.003823693455,0.0036559721752,0.014721757696,1.6982105639e-08,2.6518121671e-07,1.0926137449e-09,1.1592260194e-05,1.1592260194e-05,9.0417051476e-06
3875.0,4.6802225289e-06,4.6796690823e-06,4.6796690822e-06,4.6796690829e-06,1.678834416e-09,4.104987388e-10,4.5464662555e-10,1.3932971687e-08,4.3419733018e-09,8.8756431184e-06,6.0570800763e-10,4.6758268961e-10,2.5650644378e-07,8.8759862319e-06,3.1191490435e-07,4.0437598335e-10,4.5825549373e-05,4.5825549551e-05,1.5282267888e-05,4.0401211019e-10,2.8443448216e-05,7.8848238084e-10,3.3746932093e-09,2.4966706937e-06,1.0072153903e-05,1.202504075e-09,3.9741573146e-10,4.5452977956e-06,0.045561707379,0.0038281149108,0.0036601996903,0.014738780736,1.6990583502e-08,2.654610202e-07,1.0904135898e-09,1.1605634491e-05,1.1605634491e-05,9.0521286689e-06
3880.0,4.6856004725e-06,4.6850463897e-06,4.6850463896e-06,4.6850463904e-06,1.6575762499e-09,4.0739667737e-10,4.5248051377e-10,1.3715777237e-08,4.2799780059e-09,8.7181860443e-06,5.9964931035e-10,4.6513948284e-10,2.567766152e-07,8.7185232704e-06,3.0648376386e-07,4.0142733118e-10,4.587851973e-05,4.5878519908e-05,1.5299926272e-05,4.015953038e-10,2.7944001962e-05,7.7987678116e-10,3.3730058346e-09,2.4522952141e-06,9.8936002229e-06,1.2003188138e-09,3.9476508774e-10,4.5505198037e-06,0.045614389596,0.0038325414792,0.0036644320939,0.014755823461,1.699914577e-08,2.6574138292e-07,1.0882344105e-09,1.1619024665e-05,1.1619024665e-05,9.0625646758e-06
3885.0,4.6909850511e-06,4.6904303313e-06,4.6904303312e-06,4.6904303319e-06,1.6366338329e-09,4.043287258e-10,4.5033470301e-10,1.3502283031e-08,4.2189771209e-09,8.5635780026e-06,5.9366787181e-10,4.6272671706e-10,2.5704733019e-07,8.5639094438e-06,3.0115180766e-07,3.9851057823e-10,4.5931551648e-05,4.5931551826e-05,1.5317605283e-05,3.9920266324e-10,2.7453422669e-05,7.7138684786e-10,3.3713516807e-09,2.4087320947e-06,9.7182718739e-06,1.1981549471e-09,3.9214205135e-10,4.5557482642e-06,0.045667132725,0.0038369731662,0.0036686693915,0.014772885892,1.700779199e-08,2.6602230342e-07,1.0860760196e-09,1.1632430729e-05,1.1632430729e-05,9.0730131768e-06
3890.0,4.6963762671e-06,4.6958209096e-06,4.6958209095e-06,4.6958209102e-06,1.6160019185e-09,4.0129443409e-10,4.4820896509e-10,1.3292421179e-08,4.1589531594e-09,8.4117664571e-06,5.8776254638e-10,4.6034400441e-10,2.5731858733e-07,8.4120922142e-06,2.9591714452e-07,3.9562530939e-10,4.5984645194e-05,4.5984645373e-05,1.5335304943e-05,3.9683389581e-10,2.6971551214e-05,7.6301079607e-10,3.3697305122e-09,2.3659660454e-06,9.5461095326e-06,1.1960122885e-09,3.8954627479e-10,4.5609831795e-06,0.045719936838,0.0038414099777,0.0036729115888,0.014789968053,1.7016521713e-08,2.6630378026e-07,1.0839382323e-09,1.1645852697e-05,1.1645852697e-05,9.0834741807e-06
3895.0,4.7017741233e-06,4.7012181273e-06,4.7012181272e-06,4.7012181279e-06,1.5956753555e-09,3.9829335913e-10,4.461030749e-10,1.3086125122e-08,4.0998889665e-09,8.2626998583e-06,5.8193220751e-10,4.5799096239e-10,2.5759038523e-07,8.2630200304e-06,2.9077792071e-07,3.9277111582e-10,4.6037800434e-05,4.6037800613e-05,1.5353025273e-05,3.9448871299e-10,2.6498231361e-05,7.5474687159e-10,3.3681420957e-09,2.3239820713e-06,9.3770549861e-06,1.1938906537e-09,3.8697741563e-10,4.5662245522e-06,0.045772802005,0.0038458519196,0.0036771586915,0.014807069965,1.7025334495e-08,2.6658581203e-07,1.0818208656e-09,1.165929058e-05,1.165929058e-05,9.0939476961e-06
3900.0,4.7071786224e-06,4.706621987e-06,4.7066219869e-06,4.7066219876e-06,1.5756490864e-09,3.953250645e-10,4.4401681037e-10,1.2883329597e-08,4.0417677124e-09,8.1163276244e-06,5.7617574741e-10,4.5566721371e-10,2.5786272249e-07,8.1166423086e-06,2.8573231925e-07,3.8994759483e-10,4.6091017434e-05,4.6091017613e-05,1.5370766291e-05,3.9216683036e-10,2.6033309706e-05,7.4659335041e-10,3.3665862005e-09,2.2827654675e-06,9.2110511108e-06,1.1917898606e-09,3.8443513647e-10,4.5714723847e-06,0.045825728295,0.0038502989978,0.0036814107052,0.014824191653,1.7034229896e-08,2.6686839734e-07,1.0797237389e-09,1.1672744393e-05,1.1672744393e-05,9.1044337318e-06
3905.0,4.712589767e-06,4.7120324915e-06,4.7120324914e-06,4.7120324922e-06,1.5559181455e-09,3.9238912042e-10,4.4194995238e-10,1.268397062e-08,3.9845728866e-09,7.9726001227e-06,5.7049207672e-10,4.5337238618e-10,2.5813559776e-07,7.9729094146e-06,2.8077855917e-07,3.8715434976e-10,4.6144296262e-05,4.6144296441e-05,1.5388528021e-05,3.8986796753e-10,2.5576635627e-05,7.3854853804e-10,3.3650625982e-09,2.2423018126e-06,9.0480418515e-06,1.1897097293e-09,3.8191910484e-10,4.5767266797e-06,0.045878715781,0.0038547512183,0.0036856676356,0.014841333138,1.7043207481e-08,2.6715153479e-07,1.0776466735e-09,1.1686214148e-05,1.1686214147e-05,9.1149322967e-06
3910.0,4.7180075601e-06,4.7174496437e-06,4.7174496436e-06,4.7174496443e-06,1.5364776574e-09,3.894851036e-10,4.3990228477e-10,1.2487985451e-08,3.9282882906e-09,7.8314686518e-06,5.6488012415e-10,4.5110611266e-10,2.5840900967e-07,7.8317726453e-06,2.7591489472e-07,3.8439098988e-10,4.6197636983e-05,4.6197637163e-05,1.5406310481e-05,3.8759184807e-10,2.512806123e-05,7.3061076902e-10,3.3635710626e-09,2.2025769635e-06,8.8879722011e-06,1.1876500816e-09,3.794289931e-10,4.5819874397e-06,0.045931764532,0.003859208587,0.0036899294884,0.014858494444,1.7052266816e-08,2.6743522304e-07,1.0755894927e-09,1.1699699858e-05,1.1699699857e-05,9.1254433999e-06
3915.0,4.7234320045e-06,4.7228734464e-06,4.7228734463e-06,4.7228734471e-06,1.5173228345e-09,3.8661259716e-10,4.3787359425e-10,1.2295312572e-08,3.8728980324e-09,7.6928854234e-06,5.5933883616e-10,4.4886803093e-10,2.5868295689e-07,7.6931842106e-06,2.711396147e-07,3.8165713032e-10,4.6251039666e-05,4.6251039846e-05,1.5424113694e-05,3.8533819947e-10,2.4687441302e-05,7.2277840637e-10,3.36211137e-09,2.1635770501e-06,8.7307881805e-06,1.1856107416e-09,3.769644784e-10,4.5872546675e-06,0.04598487462,0.0038636711099,0.0036941962694,0.014875675594,1.7061407474e-08,2.6771946074e-07,1.0735520219e-09,1.1713201536e-05,1.1713201536e-05,9.1359670503e-06
3920.0,4.7288631032e-06,4.7283039026e-06,4.7283039025e-06,4.7283039033e-06,1.4984489762e-09,3.8377119048e-10,4.3586367037e-10,1.2105891663e-08,3.8183865195e-09,7.5568035453e-06,5.5386717661e-10,4.4665778361e-10,2.589574381e-07,7.5570972168e-06,2.6645104172e-07,3.7895239193e-10,4.6304504377e-05,4.6304504557e-05,1.5441937679e-05,3.8310675305e-10,2.4254633263e-05,7.1504984102e-10,3.3606832988e-09,2.1252884692e-06,8.5764368194e-06,1.1835915353e-09,3.7452524258e-10,4.5925283659e-06,0.046038046115,0.0038681387929,0.0036984679841,0.01489287661,1.7070629031e-08,2.6800424654e-07,1.0715340886e-09,1.1726719197e-05,1.1726719197e-05,9.1465032572e-06
3925.0,4.7343008591e-06,4.7337410153e-06,4.7337410152e-06,4.733741016e-06,1.4798514666e-09,3.8096047913e-10,4.3387230549e-10,1.1919663575e-08,3.7647384537e-09,7.4231770039e-06,5.4846412649e-10,4.4447501807e-10,2.59232452e-07,7.4234656487e-06,2.6184753152e-07,3.762764012e-10,4.6358031184e-05,4.6358031364e-05,1.5459782459e-05,3.8089724392e-10,2.3829497113e-05,7.0742349134e-10,3.3592866298e-09,2.0876978801e-06,8.424866137e-06,1.1815922906e-09,3.7211097206e-10,4.5978085378e-06,0.046091279089,0.0038726116421,0.0037027446383,0.014910097516,1.7079931066e-08,2.6828957914e-07,1.0695355221e-09,1.1740252853e-05,1.1740252853e-05,9.1570520297e-06
3930.0,4.7397452754e-06,4.7391847876e-06,4.7391847875e-06,4.7391847882e-06,1.461525773e-09,3.7818006477e-10,4.3189929471e-10,1.1736570305e-08,3.7119388243e-09,7.2919606478e-06,5.4312868357e-10,4.4231938635e-10,2.5950799731e-07,7.2922443533e-06,2.5732747227e-07,3.7362879019e-10,4.6411620153e-05,4.6411620334e-05,1.5477648054e-05,3.787094109e-10,2.3411895388e-05,6.9989780257e-10,3.3579211458e-09,2.0507921986e-06,8.2760251229e-06,1.1796128374e-09,3.6972135785e-10,4.6030951859e-06,0.046144573612,0.0038770896633,0.0037070262377,0.014927338334,1.7089313164e-08,2.6857545724e-07,1.0675561537e-09,1.1753802518e-05,1.1753802517e-05,9.1676133771e-06
3935.0,4.7451963552e-06,4.7446352226e-06,4.7446352225e-06,4.7446352232e-06,1.4434674441e-09,3.75429555e-10,4.2994443586e-10,1.1556554978e-08,3.659972903e-09,7.1631101711e-06,5.3785986213e-10,4.4019054504e-10,2.5978407274e-07,7.1633890231e-06,2.5288928394e-07,3.710091964e-10,4.6465271353e-05,4.6465271534e-05,1.5495534485e-05,3.7654299649e-10,2.3001693115e-05,6.9247124638e-10,3.356586632e-09,2.0145585926e-06,8.1298637192e-06,1.1776530075e-09,3.6735609539e-10,4.6083883133e-06,0.046197929756,0.0038815728625,0.0037113127881,0.014944599088,1.7098774911e-08,2.6886187957e-07,1.0655958167e-09,1.1767368205e-05,1.1767368205e-05,9.178187309e-06
3940.0,4.7506541017e-06,4.7500923235e-06,4.7500923234e-06,4.7500923241e-06,1.4256721088e-09,3.7270856331e-10,4.2800752944e-10,1.1379561816e-08,3.608826238e-09,7.0365820975e-06,5.3265669261e-10,4.3808815522e-10,2.6006067705e-07,7.0368561803e-06,2.4853141762e-07,3.6841726269e-10,4.6518984851e-05,4.6518985032e-05,1.5513441774e-05,3.7439774678e-10,2.2598757763e-05,6.8514232033e-10,3.3552828758e-09,1.9789844766e-06,7.9863328019e-06,1.1757126346e-09,3.6501488452e-10,4.6136879229e-06,0.046251347592,0.0038860612458,0.0037156042951,0.014961879801,1.7108315899e-08,2.6914884484e-07,1.0636543462e-09,1.1780949929e-05,1.1780949928e-05,9.1887738347e-06
3945.0,4.7561185181e-06,4.7555560935e-06,4.7555560934e-06,4.7555560941e-06,1.4081354744e-09,3.7001670896e-10,4.2608837858e-10,1.1205536122e-08,3.5584846481e-09,6.9123337641e-06,5.2751822136e-10,4.3601188239e-10,2.60337809e-07,6.9126031606e-06,2.4425235491e-07,3.6585263722e-10,4.6572760715e-05,4.6572760897e-05,1.5531369942e-05,3.722734114e-10,2.2202959199e-05,6.7790954741e-10,3.3540096665e-09,1.9440575072e-06,7.8453841637e-06,1.1737915543e-09,3.626974294e-10,4.618994018e-06,0.04630482719,0.0038905548191,0.0037199007645,0.014979180495,1.7117935723e-08,2.6943635182e-07,1.0617315791e-09,1.1794547702e-05,1.1794547702e-05,9.1993729638e-06
3950.0,4.7615896078e-06,4.761026536e-06,4.7610265359e-06,4.7610265367e-06,1.390853325e-09,3.6735361689e-10,4.2418678901e-10,1.1034424255e-08,3.5089342179e-09,6.7903233065e-06,5.2244351034e-10,4.3396139634e-10,2.6061546735e-07,6.7905880981e-06,2.4005060728e-07,3.6331497332e-10,4.6626599014e-05,4.6626599195e-05,1.554931901e-05,3.7016974348e-10,2.1814169647e-05,6.7077147558e-10,3.3527667957e-09,1.9097655782e-06,7.7069704961e-06,1.1718896038e-09,3.6040343845e-10,4.6243066015e-06,0.046358368624,0.0038950535885,0.003724202202,0.014996501195,1.7127633982e-08,2.6972439926e-07,1.0598273544e-09,1.180816154e-05,1.180816154e-05,9.209984706e-06
3955.0,4.7670673741e-06,4.7665036543e-06,4.7665036542e-06,4.766503655e-06,1.3738215203e-09,3.6471891762e-10,4.2230256899e-10,1.0866173609e-08,3.460161292e-09,6.670509643e-06,5.1743163684e-10,4.319363711e-10,2.608936509e-07,6.6707699097e-06,2.3592471544e-07,3.6080392942e-10,4.6680499815e-05,4.6680499996e-05,1.5567289e-05,3.680864996e-10,2.1432263642e-05,6.6372667727e-10,3.3515540571e-09,1.876096816e-06,7.5710453727e-06,1.1700066225e-09,3.5813262424e-10,4.6296256767e-06,0.046411971964,0.0038995575599,0.0037285086134,0.015013841922,1.7137410279e-08,2.7001298595e-07,1.0579415126e-09,1.1821791455e-05,1.1821791455e-05,9.2206090709e-06
3960.0,4.7725518204e-06,4.7719874519e-06,4.7719874518e-06,4.7719874526e-06,1.3570359937e-09,3.6211224714e-10,4.2043552933e-10,1.0700732589e-08,3.4121524699e-09,6.5528524603e-06,5.124816932e-10,4.2993648487e-10,2.6117235845e-07,6.5531082806e-06,2.3187324879e-07,3.5831916899e-10,4.6734463186e-05,4.6734463368e-05,1.5585279933e-05,3.6602343968e-10,2.1057117988e-05,6.5677374898e-10,3.3503712464e-09,1.8430395747e-06,7.4375632324e-06,1.1681424513e-09,3.558847035e-10,4.6349512468e-06,0.046465637281,0.0039040667394,0.0037328200044,0.0150312027,1.7147264218e-08,2.7030211069e-07,1.0560738962e-09,1.1835437462e-05,1.1835437462e-05,9.2312460684e-06
3965.0,4.7780429503e-06,4.7774779323e-06,4.7774779322e-06,4.7774779329e-06,1.3404927514e-09,3.5953324687e-10,4.185854833e-10,1.0538050597e-08,3.3648946011e-09,6.4373121983e-06,5.0759278653e-10,4.279614199e-10,2.6145158883e-07,6.4375636493e-06,2.2789480481e-07,3.558603604e-10,4.6788489197e-05,4.6788489379e-05,1.5603291832e-05,3.6398032701e-10,2.068861172e-05,6.4991131077e-10,3.3492181613e-09,1.8105824321e-06,7.3064793627e-06,1.1662969328e-09,3.5365939696e-10,4.6402833152e-06,0.046519364648,0.003908581133,0.0037371363808,0.015048583552,1.7157195411e-08,2.7059177228e-07,1.0542243494e-09,1.1849099575e-05,1.1849099575e-05,9.2418957083e-06
3970.0,4.7835407673e-06,4.7829750989e-06,4.7829750988e-06,4.7829750995e-06,1.3241878705e-09,3.5698156351e-10,4.1675224661e-10,1.0378078006e-08,3.3183747799e-09,6.323850036e-06,5.0276403846e-10,4.2601086243e-10,2.6173134086e-07,6.3240971936e-06,2.2398800848e-07,3.5342717692e-10,4.6842577915e-05,4.6842578097e-05,1.5621324717e-05,3.6195692812e-10,2.0326626056e-05,6.431380059e-10,3.3480946017e-09,1.7787141849e-06,7.1777498842e-06,1.1644699117e-09,3.5145642937e-10,4.6456218851e-06,0.046573154135,0.0039131007466,0.0037414577484,0.015065984502,1.716720347e-08,2.7088196955e-07,1.0523927182e-09,1.1862777808e-05,1.1862777808e-05,9.2525580006e-06
3975.0,4.7890452749e-06,4.7884789554e-06,4.7884789553e-06,4.788478956e-06,1.308117498e-09,3.5445684898e-10,4.1493563738e-10,1.0220766141e-08,3.2725803405e-09,6.2124278777e-06,4.9799458487e-10,4.2408450264e-10,2.6201161341e-07,6.2126708163e-06,2.2015151173e-07,3.5101929655e-10,4.689672941e-05,4.6896729592e-05,1.563937861e-05,3.5995301279e-10,1.9971044366e-05,6.3645250035e-10,3.3470003692e-09,1.7474238448e-06,7.0513317344e-06,1.1626612341e-09,3.4927552937e-10,4.65096696e-06,0.046627005816,0.0039176255865,0.0037457841128,0.015083405573,1.7177288012e-08,2.7117270135e-07,1.0505788502e-09,1.1876472175e-05,1.1876472175e-05,9.2632329554e-06
3980.0,4.7945564768e-06,4.7939895054e-06,4.7939895053e-06,4.7939895061e-06,1.2922778492e-09,3.5195876035e-10,4.1313547609e-10,1.0066067262e-08,3.2274988523e-09,6.1030083388e-06,4.9328357566e-10,4.2218203452e-10,2.6229240532e-07,6.1032471316e-06,2.1638399291e-07,3.4863640201e-10,4.695094375e-05,4.6950943933e-05,1.5657453533e-05,3.5796835397e-10,1.9621752125e-05,6.2985348241e-10,3.3459352676e-09,1.7167006338e-06,6.9271826522e-06,1.160870748e-09,3.4711642947e-10,4.6563185433e-06,0.046680919762,0.0039221556585,0.0037501154799,0.015100846787,1.7187448657e-08,2.7146396653e-07,1.0487825949e-09,1.1890182691e-05,1.1890182691e-05,9.2739205826e-06
3985.0,4.8000743768e-06,4.7995067527e-06,4.7995067526e-06,4.7995067533e-06,1.2766652067e-09,3.4948695972e-10,4.1135158557e-10,9.9139345416e-09,3.1831181154e-09,5.9955547325e-06,4.8863017445e-10,4.2030315586e-10,2.6257371548e-07,5.9957894514e-06,2.126841562e-07,3.4627818063e-10,4.7005221005e-05,4.7005221187e-05,1.5675549508e-05,3.5600272771e-10,1.927863688e-05,6.2333966228e-10,3.3448991027e-09,1.6865339803e-06,6.8052611629e-06,1.1590983028e-09,3.4497886596e-10,4.6616766387e-06,0.046734896044,0.0039266909688,0.0037544518556,0.015118308169,1.7197685029e-08,2.7175576395e-07,1.0470038033e-09,1.190390937e-05,1.190390937e-05,9.2846208925e-06
3990.0,4.8055989785e-06,4.8050307009e-06,4.8050307008e-06,4.8050307016e-06,1.2612759185e-09,3.4704111416e-10,4.0958379092e-10,9.7643220508e-09,3.1394261558e-09,5.8900310566e-06,4.8403355839e-10,4.184475681e-10,2.6285554279e-07,5.8902617721e-06,2.0905073116e-07,3.4394432429e-10,4.7059561243e-05,4.7059561426e-05,1.5693666557e-05,3.5405591316e-10,1.8941588208e-05,6.1690977169e-10,3.343891682e-09,1.6569135152e-06,6.6855265635e-06,1.1573437499e-09,3.4286257888e-10,4.6670412496e-06,0.046788934735,0.0039312315233,0.0037587932454,0.015135789742,1.7207996756e-08,2.7204809251e-07,1.0452423281e-09,1.1917652227e-05,1.1917652227e-05,9.2953338953e-06
3995.0,4.8111302858e-06,4.810561354e-06,4.8105613539e-06,4.8105613546e-06,1.2461063976e-09,3.4462089563e-10,4.0783191953e-10,9.6171847369e-09,3.0964112208e-09,5.7864019803e-06,4.7949291786e-10,4.1661497632e-10,2.6313788614e-07,5.7866287619e-06,2.0548247215e-07,3.4163452934e-10,4.7113964533e-05,4.7113964717e-05,1.5711804702e-05,3.5212769248e-10,1.8610497682e-05,6.1056256345e-10,3.342912815e-09,1.6278290677e-06,6.5679389076e-06,1.155606942e-09,3.4076731193e-10,4.6724123796e-06,0.046843035907,0.0039357773282,0.0037631396554,0.015153291528,1.7218383467e-08,2.7234095111e-07,1.0434980237e-09,1.1931411275e-05,1.1931411275e-05,9.3060596014e-06
4000.0,4.8166683026e-06,4.8160987157e-06,4.8160987156e-06,4.8160987163e-06,1.2311531201e-09,3.4222598087e-10,4.0609580101e-10,9.4724784076e-09,3.054061775e-09,5.6846328318e-06,4.7500745631e-10,4.1480508914e-10,2.6342074446e-07,5.6848557475e-06,2.0197815785e-07,3.3934849652e-10,4.7168430947e-05,4.716843113e-05,1.5729963964e-05,3.5021785083e-10,1.8285258835e-05,6.0429681112e-10,3.3419623132e-09,1.5992706614e-06,6.4524589915e-06,1.1538877338e-09,3.3869281242e-10,4.6777900325e-06,0.046897199632,0.0039403283896,0.0037674910912,0.015170813552,1.7228844797e-08,2.7263433865e-07,1.0417707461e-09,1.1945186531e-05,1.1945186531e-05,9.3167980211e-06
4005.0,4.8222130328e-06,4.82164279e-06,4.8216427899e-06,4.8216427906e-06,1.2164126241e-09,3.3985605136e-10,4.0437526717e-10,9.3301597134e-09,3.0123664955e-09,5.5846895852e-06,4.7057638993e-10,4.1301761865e-10,2.6370411668e-07,5.584908702e-06,1.9853659078e-07,3.3708593089e-10,4.7222960551e-05,4.7222960735e-05,1.5748144367e-05,3.4832617628e-10,1.7965767119e-05,5.9811130861e-10,3.3410399898e-09,1.5712285108e-06,6.33904834e-06,1.1521859812e-09,3.3663883122e-10,4.683174212e-06,0.046951425983,0.0039448847135,0.0037718475587,0.015188355837,1.7239380383e-08,2.7292825407e-07,1.0400603528e-09,1.1958978007e-05,1.1958978007e-05,9.3275491649e-06
4010.0,4.8277644802e-06,4.8271935808e-06,4.8271935807e-06,4.8271935815e-06,1.2018815088e-09,3.3751079322e-10,4.0267015199e-10,9.1901861301e-09,2.9713142684e-09,5.4865388488e-06,4.6619894754e-10,4.1125228037e-10,2.6398800176e-07,5.4867542326e-06,1.9515659682e-07,3.3484654177e-10,4.7277553418e-05,4.7277553602e-05,1.5766345932e-05,3.4645245981e-10,1.7651919877e-05,5.9200486981e-10,3.3401456598e-09,1.543693017e-06,6.2276691927e-06,1.1505015419e-09,3.3460512271e-10,4.6885649219e-06,0.047005715032,0.0039494463059,0.0037762090637,0.015205918405,1.7249989865e-08,2.732226963e-07,1.038366703e-09,1.197278572e-05,1.197278572e-05,9.3383130433e-06
4015.0,4.8333226491e-06,4.8327510922e-06,4.8327510921e-06,4.8327510929e-06,1.1875564331e-09,3.3518989715e-10,4.0098029157e-10,9.0525159428e-09,2.930894184e-09,5.390147853e-06,4.6187437025e-10,4.0950879311e-10,2.6427239865e-07,5.3903595683e-06,1.9183702469e-07,3.3263004266e-10,4.7332209615e-05,4.7332209799e-05,1.5784568681e-05,3.4459649522e-10,1.7343616304e-05,5.8597632821e-10,3.3392791403e-09,1.5166547646e-06,6.1182844903e-06,1.1488342751e-09,3.3259144469e-10,4.6939621659e-06,0.047060066851,0.0039540131731,0.003780575612,0.015223501282,1.7260672887e-08,2.7351766431e-07,1.0366896573e-09,1.1986609684e-05,1.1986609684e-05,9.3490896669e-06
4020.0,4.8388875434e-06,4.8383153282e-06,4.8383153281e-06,4.8383153289e-06,1.1734341145e-09,3.3289305831e-10,3.9930552412e-10,8.9171082289e-09,2.891095533e-09,5.2954844382e-06,4.5760191133e-10,4.0778687899e-10,2.6455730632e-07,5.2956925485e-06,1.8857674554e-07,3.3043615119e-10,4.7386929214e-05,4.7386929399e-05,1.5802812637e-05,3.4275807913e-10,1.7040757414e-05,5.8002453658e-10,3.3384402498e-09,1.490104518e-06,6.0108578618e-06,1.1471840415e-09,3.3059755838e-10,4.699365948e-06,0.047114481514,0.003958585321,0.0037849472095,0.015241104489,1.7271429096e-08,2.7381315706e-07,1.0350290781e-09,1.2000449914e-05,1.2000449914e-05,9.3598790464e-06
